Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39.0,,Travel_Rarely,1089.0,Research & Development,6.0,3.0,Life Sciences,,1525.0,2.0,Female,,3.0,3.0,Manufacturing Director,2.0,Single,8376.0,9150.0,,Y,No,,3.0,4.0,80.0,0.0,,3.0,3.0,2.0,0.0,2.0,2.0
28.0,No,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,1.0,1097.0,3.0,Female,59.0,,2.0,,3.0,Single,,,3.0,,No,13.0,3.0,4.0,80.0,,10.0,4.0,4.0,8.0,7.0,,7.0
45.0USD,,Travel_Frequently,nanUSD,Research & Development,25.0USD,,Medical,1.0,1306.0,2.0,Female,83.0,3.0,5.0,Manager,2.0,Single,18061.0,13035.0,3.0,Y,,22.0,4.0,,80.0,0.0,,4.0,3.0,0.0,0.0,0.0,0.0
Yes ,No,Travel_Frequently,1469.0,Research & Development,9.0,4.0,Medical,1.0,964.0,,Male,35.0,3.0,1.0,,2.0,Divorced,3617.0,25063.0,8.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,,,,0.0,0.0
30.0,No,Travel_Rarely,231.0,Sales,8.0,2.0,Other,1.0,982.0,3.0,Male,62.0,3.0,3.0,Sales Executive,3.0,,,,5.0,Y,No,11.0,3.0,,80.0,1.0,10.0,2.0,4.0,,4.0,7.0,7.0
35.0,No,Travel_Rarely,384.0,,8.0,4.0,Life Sciences,1.0,805.0,1.0,Female,72.0,3.0,1.0,Sales Representative,4.0,Married,2572.0,20317.0,,Y,No,16.0,3.0,2.0,80.0,1.0,3.0,,2.0,3.0,2.0,,2.0
yes,,Travel_Frequently,638.0,Research & Development,,3.0,Medical,1.0,124.0,,,,2.0,3.0,Healthcare Representative,1.0,Married,,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,,21.0,5.0,2.0,10.0,9.0,9.0,5.0
nanUSD,,Travel_Rarely,735.0USD,,nanUSD,1.0,,1.0,,,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,,3.0,Y,Yes,12.0,,3.0,80.0,0.0,9.0,3.0,2.0,4.0,,0.0,1.0
34.0,Yes,Travel_Rarely,699.0,Research & Development,6.0,1.0,Medical,1.0,31.0,2.0,Male,83.0,3.0,1.0,,1.0,,2960.0,17102.0,2.0,Y,,11.0,3.0,3.0,,0.0,8.0,2.0,3.0,4.0,2.0,1.0,3.0
28.0,Yes,Travel_Rarely,890.0,Research & Development,,4.0,Medical,1.0,828.0,3.0,Male,46.0,3.0,1.0,Research Scientist,3.0,Single,4382.0,,6.0,,No,17.0,,4.0,,,,3.0,,2.0,2.0,2.0,1.0
34.0,Yes,Travel_Frequently,234.0,Research & Development,9.0,4.0,Life Sciences,,,4.0,,,3.0,,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0,Y,No,17.0,3.0,3.0,,,11.0,3.0,,7.0,1.0,0.0,
36.0,No,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,6927.0,7.0,,No,15.0,3.0,,,,11.0,,3.0,9.0,8.0,,8.0
42.0,No,Travel_Rarely,,Research & Development,6.0,3.0,,1.0,1911.0,,,,3.0,3.0,Research Director,1.0,,,14842.0,9.0,Y,No,13.0,3.0,2.0,,1.0,18.0,3.0,4.0,13.0,7.0,5.0,7.0
33.0,No,Travel_Frequently,827.0,Research & Development,1.0,4.0,Other,1.0,998.0,3.0,Female,84.0,4.0,2.0,Healthcare Representative,2.0,Married,,20161.0,1.0,Y,,13.0,3.0,1.0,80.0,1.0,,,,6.0,5.0,1.0,
Yes ,,Travel_Rarely,501.0,Sales,27.0,5.0,Marketing,1.0,747.0,3.0,,99.0,,,Sales Executive,4.0,,,25275.0,7.0,Y,,23.0,,4.0,80.0,,10.0,2.0,2.0,8.0,7.0,7.0,7.0
53.0,No,Travel_Rarely,868.0,Sales,8.0,3.0,,1.0,897.0,1.0,Male,73.0,3.0,4.0,Sales Executive,4.0,Married,11836.0,22789.0,5.0,Y,No,14.0,3.0,3.0,80.0,1.0,28.0,3.0,3.0,2.0,0.0,,2.0
,No,Travel_Rarely,799.0,Research & Development,,3.0,Technical Degree,1.0,623.0,2.0,Female,,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,23848.0,4.0,Y,,17.0,3.0,4.0,80.0,0.0,12.0,3.0,4.0,6.0,5.0,1.0,2.0
34.0,,,1239.0,Sales,13.0,4.0,Medical,1.0,1951.0,,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,22914.0,,Y,,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0
41.0,No,,552.0,,,,,1.0,1722.0,3.0,Male,60.0,1.0,2.0,Human Resources,2.0,Married,6430.0,20794.0,6.0,Y,No,19.0,3.0,2.0,80.0,,10.0,4.0,3.0,3.0,2.0,1.0,2.0
yes,No,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,597.0,1.0,Female,83.0,3.0,4.0,Manager,,,16835.0,9873.0,3.0,Y,No,,4.0,4.0,,0.0,37.0,2.0,3.0,10.0,9.0,7.0,
26.0,No,Travel_Rarely,1349.0,Research & Development,23.0,3.0,,1.0,560.0,1.0,Female,90.0,,1.0,Research Scientist,4.0,Divorced,2886.0,,1.0,,No,22.0,4.0,2.0,80.0,,3.0,3.0,1.0,,2.0,0.0,2.0
48.0,No,Travel_Rarely,855.0,Research & Development,4.0,3.0,Life Sciences,1.0,,4.0,,54.0,3.0,3.0,Manufacturing Director,4.0,Single,7898.0,,1.0,Y,No,,3.0,3.0,80.0,0.0,11.0,2.0,3.0,,9.0,0.0,8.0
31.0,No,Travel_Frequently,1125.0,Research & Development,1.0,3.0,Life Sciences,1.0,1956.0,4.0,Male,48.0,1.0,2.0,,1.0,Married,5003.0,5771.0,1.0,Y,No,21.0,4.0,2.0,80.0,,10.0,6.0,3.0,10.0,,,7.0
Yes ,,Non-Travel,1496.0,Research & Development,,1.0,,1.0,208.0,4.0,Male,41.0,3.0,2.0,Manufacturing Director,3.0,,,26283.0,,Y,No,13.0,3.0,,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0
,No,Travel_Rarely,691.0,,2.0,3.0,Medical,1.0,,3.0,,64.0,3.0,,Research Director,3.0,Married,17639.0,6881.0,,,No,16.0,3.0,4.0,,,30.0,,3.0,4.0,3.0,0.0,3.0
49.0,No,Travel_Frequently,636.0,Research & Development,10.0,4.0,Life Sciences,1.0,396.0,3.0,,35.0,3.0,5.0,Research Director,1.0,Single,18665.0,25594.0,9.0,Y,,11.0,3.0,4.0,,0.0,,4.0,3.0,,2.0,1.0,2.0
38.0,No,Travel_Rarely,833.0,,18.0,,Medical,1.0,1766.0,2.0,Male,60.0,,,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0,,,16.0,3.0,,80.0,1.0,15.0,2.0,3.0,,,,0.0
37.0,No,Travel_Rarely,1439.0,Research & Development,4.0,1.0,,1.0,1394.0,3.0,Male,54.0,3.0,1.0,,3.0,,,5182.0,,Y,Yes,15.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,6.0,4.0,,3.0
Yes ,No,Non-Travel,145.0,Sales,1.0,3.0,Life Sciences,1.0,,4.0,Female,95.0,,2.0,,3.0,Married,6347.0,24920.0,0.0,Y,No,,3.0,,80.0,1.0,19.0,,3.0,,7.0,0.0,13.0
yes,No,Travel_Rarely,566.0,,7.0,2.0,Medical,1.0,1007.0,4.0,Male,75.0,3.0,3.0,Manufacturing Director,,Divorced,,24208.0,6.0,Y,No,13.0,3.0,2.0,80.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0
nanUSD,No,,202.0USD,Sales,nanUSD,1.0,Technical Degree,1.0,508.0,3.0,Male,72.0,3.0,,Sales Representative,2.0,,2476.0,17434.0,1.0,,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Yes,Travel_Frequently,561.0,Research & Development,3.0,,,,1537.0,,Female,33.0,3.0,,Research Scientist,3.0,Single,,4156.0,1.0,,No,12.0,,1.0,80.0,,7.0,2.0,1.0,7.0,2.0,,7.0
29.0,Yes,,,Sales,1.0,3.0,Medical,,896.0,2.0,Female,,2.0,1.0,,3.0,Divorced,2800.0,23522.0,6.0,Y,Yes,,3.0,3.0,80.0,3.0,5.0,3.0,3.0,,2.0,0.0,2.0
yes,No,Travel_Rarely,589.0,Research & Development,,,Life Sciences,1.0,843.0,2.0,Male,94.0,3.0,,Research Director,1.0,Married,17159.0,5200.0,6.0,Y,No,24.0,4.0,3.0,80.0,1.0,,3.0,,4.0,1.0,1.0,0.0
36.0,No,Travel_Rarely,884.0,Sales,1.0,4.0,Life Sciences,1.0,1585.0,2.0,Female,,,,Sales Executive,3.0,Single,,21447.0,6.0,Y,No,,3.0,1.0,80.0,0.0,15.0,5.0,,,0.0,,0.0
yes,Yes,Travel_Frequently,1093.0,Sales,,,Life Sciences,1.0,1716.0,,Male,82.0,1.0,,Sales Executive,3.0,Married,,24164.0,7.0,Y,No,11.0,,,,0.0,25.0,,1.0,,5.0,14.0,10.0
Yes ,No,Travel_Rarely,nanUSD,Sales,3.0USD,,Marketing,1.0,,1.0,,52.0,3.0,4.0,Manager,,,17465.0,15596.0,3.0,,,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,,,4.0,9.0
yes,No,Travel_Frequently,461.0,Research & Development,1.0,,Life Sciences,1.0,,4.0,,70.0,4.0,2.0,Healthcare Representative,3.0,,6294.0,,8.0,Y,Yes,12.0,3.0,4.0,80.0,,10.0,5.0,4.0,,2.0,,2.0
Yes ,No,Travel_Frequently,607.0,Sales,7.0,,,1.0,1362.0,1.0,Female,83.0,4.0,2.0,,1.0,,4639.0,,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,,15.0,7.0,,13.0
26.0,,Travel_Rarely,,,28.0,2.0,Marketing,1.0,641.0,1.0,,66.0,3.0,,Sales Executive,2.0,Married,,7428.0,,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,,5.0,3.0,,4.0
36.0,No,,216.0,,6.0,2.0,Medical,1.0,178.0,2.0,Male,84.0,3.0,2.0,,2.0,Divorced,4941.0,2819.0,6.0,,No,,4.0,4.0,,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0
38.0,No,Travel_Rarely,833.0,,18.0,,Medical,1.0,1766.0,2.0,Male,60.0,,,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0,,,16.0,3.0,,80.0,1.0,15.0,2.0,3.0,,,,0.0
42.0,No,Travel_Rarely,916.0,Research & Development,,2.0,Life Sciences,1.0,347.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,,3.0,,,13.0,,3.0,80.0,0.0,10.0,1.0,3.0,3.0,,0.0,
51.0,No,Travel_Frequently,1456.0,Research & Development,,4.0,Medical,,145.0,1.0,Female,30.0,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,25796.0,,Y,No,,4.0,3.0,80.0,0.0,23.0,1.0,2.0,13.0,,12.0,8.0
44.0,,Travel_Rarely,,Research & Development,10.0,4.0,Other,1.0,40.0,4.0,Male,41.0,3.0,2.0,Healthcare Representative,,Married,6465.0,19121.0,2.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,9.0,,4.0,4.0,2.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Yes,Travel_Rarely,1146.0,Sales,8.0,3.0,,1.0,796.0,4.0,Male,,2.0,2.0,Sales Executive,,,5326.0,3064.0,6.0,,No,17.0,3.0,3.0,80.0,0.0,6.0,2.0,2.0,4.0,,,2.0
40.0,,Non-Travel,1479.0,Sales,,3.0,Life Sciences,1.0,986.0,,Female,100.0,,4.0,,2.0,,13194.0,17071.0,4.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,
43.0USD,No,Travel_Frequently,185.0USD,,10.0USD,4.0,Life Sciences,1.0,430.0,,Female,33.0,,,Laboratory Technician,4.0,Single,2455.0,10675.0,,Y,,19.0,,,,0.0,,,3.0,,,1.0,7.0
55.0USD,No,,1091.0USD,,2.0USD,1.0,Life Sciences,1.0,1096.0,4.0,,65.0,3.0,3.0,Manufacturing Director,,Married,,,3.0,Y,No,,3.0,,80.0,1.0,23.0,4.0,3.0,,2.0,1.0,2.0
yes,,Travel_Rarely,661.0,Research & Development,9.0,2.0,Life Sciences,1.0,913.0,,Male,,,1.0,Research Scientist,,Married,2559.0,,,Y,Yes,13.0,,4.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0
yes,No,Travel_Rarely,413.0USD,Sales,7.0USD,1.0,Marketing,1.0,,,Male,,3.0,1.0,Sales Representative,2.0,Single,2983.0,18398.0,0.0,Y,,,3.0,1.0,80.0,0.0,,3.0,3.0,3.0,2.0,1.0,2.0
,Yes,Travel_Rarely,489.0,,2.0,2.0,Technical Degree,,566.0,1.0,Male,52.0,2.0,,Human Resources,4.0,Single,,18437.0,1.0,Y,,12.0,3.0,3.0,,0.0,1.0,,,1.0,0.0,0.0,
yes,No,Non-Travel,1434.0,Sales,8.0,4.0,Life Sciences,1.0,789.0,1.0,Male,76.0,2.0,3.0,Sales Executive,1.0,Single,7587.0,14229.0,1.0,Y,No,15.0,3.0,2.0,,0.0,10.0,,3.0,10.0,7.0,0.0,9.0
29.0,No,Travel_Rarely,1176.0,Sales,3.0,2.0,Medical,1.0,690.0,2.0,Female,62.0,3.0,2.0,Sales Executive,,Married,,3487.0,1.0,Y,No,14.0,3.0,1.0,,1.0,,5.0,2.0,6.0,,1.0,
nanUSD,No,Travel_Rarely,741.0USD,Research & Development,2.0USD,4.0,Life Sciences,1.0,1721.0,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,,18103.0,1.0,Y,,,,4.0,,1.0,6.0,2.0,4.0,5.0,,,3.0
35.0,No,,1258.0,,1.0,4.0,,,826.0,,,40.0,4.0,1.0,Research Scientist,3.0,Single,2506.0,13301.0,,Y,No,,3.0,3.0,80.0,0.0,7.0,0.0,,2.0,2.0,2.0,2.0
,No,Travel_Rarely,1396.0,Research & Development,5.0,2.0,Life Sciences,1.0,304.0,4.0,Male,,,2.0,Laboratory Technician,2.0,Single,5914.0,9945.0,8.0,Y,No,16.0,,4.0,80.0,0.0,16.0,3.0,4.0,13.0,,3.0,7.0
43.0,No,,394.0,Sales,,,,1.0,158.0,3.0,Male,92.0,3.0,4.0,Manager,4.0,Married,16959.0,,1.0,Y,Yes,,3.0,4.0,80.0,2.0,25.0,3.0,,,12.0,4.0,12.0
,Yes,,1334.0,Research & Development,10.0,3.0,Life Sciences,1.0,,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,,1.0,Y,No,13.0,3.0,1.0,,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0
35.0,No,Travel_Rarely,950.0,Research & Development,,3.0,Other,1.0,845.0,,Male,,3.0,,Manufacturing Director,3.0,,,18869.0,3.0,Y,No,21.0,4.0,,80.0,,17.0,3.0,,8.0,5.0,1.0,6.0
41.0,No,Travel_Rarely,930.0,Sales,,3.0,Life Sciences,1.0,,3.0,Male,57.0,2.0,,Sales Executive,2.0,Divorced,8938.0,12227.0,,Y,No,,3.0,3.0,80.0,1.0,14.0,5.0,3.0,,4.0,0.0,4.0
42.0,No,Travel_Rarely,,Research & Development,2.0,3.0,Life Sciences,1.0,2031.0,1.0,Male,56.0,3.0,5.0,Manager,3.0,Married,18880.0,17312.0,5.0,Y,No,11.0,3.0,1.0,80.0,0.0,,,2.0,22.0,,,14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,No,Travel_Rarely,525.0,,6.0,,Medical,1.0,653.0,,,,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0,Y,No,,,4.0,,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0
yes,No,Travel_Rarely,124.0,Research & Development,3.0,3.0,Other,1.0,1062.0,,,35.0,3.0,,Healthcare Representative,2.0,Single,4107.0,,3.0,Y,,15.0,3.0,1.0,80.0,0.0,,3.0,2.0,4.0,3.0,0.0,
59.0USD,No,Travel_Rarely,818.0USD,Human Resources,6.0USD,2.0,Medical,1.0,321.0,2.0,,52.0,,1.0,Human Resources,3.0,Married,2267.0,25657.0,8.0,Y,No,17.0,3.0,,80.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
yes,No,,,Research & Development,9.0,2.0,Other,1.0,1595.0,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,26362.0,8.0,Y,No,22.0,4.0,4.0,80.0,,24.0,2.0,3.0,,0.0,0.0,1.0
,,Travel_Rarely,771.0,Research & Development,,2.0,Life Sciences,1.0,1981.0,2.0,Male,,2.0,2.0,Healthcare Representative,3.0,Single,4617.0,14120.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0
,No,Travel_Rarely,440.0,,21.0,,Medical,,221.0,,Male,42.0,3.0,,Research Scientist,,Married,2713.0,,1.0,Y,No,11.0,3.0,3.0,,1.0,5.0,,1.0,,2.0,0.0,2.0
40.0,,Travel_Rarely,616.0,Research & Development,2.0,2.0,Life Sciences,1.0,,3.0,Female,99.0,3.0,1.0,Laboratory Technician,,Married,3377.0,25605.0,4.0,Y,No,17.0,,4.0,80.0,1.0,7.0,5.0,2.0,,3.0,0.0,2.0
,No,Non-Travel,,Sales,9.0,4.0,,1.0,1117.0,2.0,,65.0,2.0,,Sales Executive,3.0,Married,,17970.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,15.0,,3.0,15.0,10.0,4.0,12.0
Yes ,No,Travel_Rarely,1300.0,Research & Development,,2.0,Medical,1.0,536.0,3.0,Male,79.0,3.0,,Laboratory Technician,1.0,Divorced,,13535.0,,Y,No,12.0,,,,1.0,10.0,2.0,3.0,10.0,0.0,,
50.0,No,Travel_Frequently,1115.0,Research & Development,1.0,3.0,Life Sciences,1.0,141.0,1.0,Female,73.0,3.0,5.0,Research Director,2.0,Married,18172.0,9755.0,3.0,Y,Yes,19.0,3.0,,80.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0USD,No,,1031.0USD,,nanUSD,4.0,Life Sciences,1.0,151.0,,Female,45.0,2.0,2.0,Research Scientist,2.0,Divorced,4505.0,15000.0,6.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,3.0,1.0,0.0,,0.0
28.0,No,Travel_Rarely,1423.0,Research & Development,1.0,3.0,Life Sciences,1.0,1506.0,1.0,Male,72.0,2.0,,Research Scientist,,,,12530.0,1.0,Y,No,14.0,,4.0,80.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
52.0,No,Travel_Frequently,890.0,,25.0,4.0,Medical,,867.0,3.0,Female,,,4.0,Manufacturing Director,4.0,Married,,19028.0,,Y,No,,4.0,,80.0,0.0,31.0,3.0,,9.0,8.0,0.0,0.0
45.0,,Travel_Rarely,252.0,,2.0,3.0,Life Sciences,1.0,,2.0,Female,95.0,2.0,,,3.0,Single,2274.0,6153.0,,,No,14.0,3.0,4.0,80.0,,1.0,3.0,3.0,1.0,0.0,0.0,0.0
yes,No,Non-Travel,,Sales,19.0,2.0,Medical,1.0,904.0,1.0,Male,32.0,3.0,3.0,Sales Executive,2.0,Single,,,,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,0.0,0.0,9.0
yes,No,Travel_Rarely,1396.0,Sales,10.0,3.0,Life Sciences,,749.0,3.0,Male,,,,Sales Representative,3.0,Single,2642.0,2755.0,1.0,Y,No,11.0,3.0,3.0,80.0,,1.0,6.0,3.0,1.0,0.0,0.0,
52.0,No,Travel_Rarely,319.0,Research & Development,3.0,,Medical,1.0,543.0,4.0,Male,,2.0,3.0,Manufacturing Director,3.0,,7969.0,19609.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,,4.0
yes,,,798.0,Research & Development,6.0,,Medical,1.0,,,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,,,Y,No,12.0,3.0,3.0,80.0,,6.0,,2.0,5.0,3.0,0.0,
34.0,No,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,,775.0,2.0,Female,32.0,,,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0
35.0,No,Non-Travel,1225.0,Research & Development,2.0,4.0,Life Sciences,1.0,771.0,,,,3.0,2.0,Healthcare Representative,1.0,Divorced,5093.0,,2.0,Y,No,11.0,3.0,1.0,80.0,,16.0,2.0,4.0,1.0,0.0,0.0,0.0
35.0,Yes,,130.0,Research & Development,25.0,,Life Sciences,1.0,881.0,4.0,,96.0,3.0,1.0,Research Scientist,2.0,Divorced,2022.0,16612.0,,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,,2.0,7.0,8.0
nanUSD,No,Travel_Rarely,305.0USD,Research & Development,16.0USD,3.0,Life Sciences,,1763.0,3.0,Male,,4.0,2.0,Healthcare Representative,3.0,,5294.0,9128.0,3.0,Y,No,16.0,3.0,3.0,,1.0,10.0,3.0,3.0,7.0,0.0,1.0,7.0
29.0,No,Travel_Rarely,1107.0,Research & Development,28.0,,Life Sciences,1.0,1120.0,3.0,Female,93.0,3.0,1.0,Research Scientist,4.0,,2514.0,26968.0,4.0,Y,No,22.0,,1.0,,1.0,11.0,1.0,3.0,7.0,5.0,1.0,7.0
Yes ,No,,,Research & Development,1.0,2.0,,1.0,997.0,4.0,,66.0,,4.0,Research Director,4.0,Divorced,17399.0,6615.0,9.0,Y,No,22.0,,,80.0,1.0,32.0,1.0,2.0,,4.0,1.0,3.0
,Yes,Travel_Rarely,1141.0,Research & Development,11.0,2.0,Medical,1.0,1033.0,1.0,Female,61.0,,2.0,Healthcare Representative,2.0,Married,4777.0,,5.0,Y,No,,3.0,1.0,80.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0
40.0,,,,,16.0,2.0,,1.0,1340.0,3.0,Male,74.0,3.0,1.0,Research Scientist,3.0,Divorced,,8532.0,9.0,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,0.0,3.0,4.0,2.0,,0.0
38.0,No,Travel_Rarely,,Sales,7.0,4.0,Marketing,1.0,709.0,4.0,,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,,3.0,,7.0,0.0,
yes,No,,,Sales,3.0,2.0,Life Sciences,1.0,1779.0,4.0,Female,32.0,1.0,2.0,Sales Executive,,Single,6029.0,25353.0,5.0,Y,No,,,1.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,
yes,,,479.0,Research & Development,7.0,4.0,Medical,1.0,1577.0,1.0,Male,35.0,,1.0,Research Scientist,4.0,Single,2972.0,22061.0,1.0,Y,No,13.0,3.0,3.0,,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
,,Travel_Rarely,1117.0,,8.0,2.0,Life Sciences,1.0,395.0,,Female,66.0,3.0,1.0,Research Scientist,4.0,Single,,,1.0,Y,No,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,No,Travel_Rarely,594.0,Research & Development,2.0,1.0,,1.0,,3.0,Male,100.0,3.0,,Laboratory Technician,4.0,Married,2523.0,19299.0,0.0,,No,,3.0,3.0,80.0,,3.0,,3.0,,1.0,2.0,
41.0,,Travel_Rarely,167.0,Research & Development,,4.0,Life Sciences,1.0,,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,9051.0,3.0,Y,Yes,11.0,3.0,1.0,,1.0,6.0,4.0,,1.0,0.0,0.0,0.0
,Yes,Travel_Rarely,147.0,Research & Development,23.0,,Medical,,,4.0,Female,,,,Healthcare Representative,4.0,Married,10312.0,3465.0,1.0,Y,No,12.0,3.0,,80.0,,,3.0,2.0,40.0,10.0,15.0,6.0
,No,,,Research & Development,1.0,2.0,,1.0,997.0,4.0,,66.0,,4.0,Research Director,4.0,Divorced,17399.0,6615.0,9.0,Y,No,22.0,,,80.0,1.0,32.0,1.0,2.0,,4.0,1.0,3.0
yes,No,Travel_Rarely,232.0,Research & Development,19.0,3.0,,,611.0,4.0,,,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,22645.0,4.0,Y,No,12.0,3.0,2.0,,,8.0,2.0,4.0,3.0,2.0,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,No,Travel_Rarely,193.0,Research & Development,6.0,4.0,,1.0,101.0,4.0,,52.0,,3.0,Research Director,1.0,Married,13245.0,15067.0,,Y,Yes,14.0,3.0,2.0,80.0,,17.0,3.0,4.0,0.0,0.0,0.0,0.0
,No,Travel_Rarely,625.0,Research & Development,4.0,3.0,Medical,1.0,852.0,4.0,Male,50.0,3.0,2.0,Healthcare Representative,,Single,5933.0,5197.0,9.0,Y,No,12.0,3.0,,80.0,0.0,10.0,2.0,2.0,,,2.0,
yes,No,Travel_Rarely,506.0USD,Research & Development,29.0USD,1.0,Medical,1.0,,2.0,Male,91.0,,1.0,,1.0,,3907.0,3622.0,1.0,Y,,,3.0,2.0,80.0,3.0,6.0,2.0,,6.0,2.0,,
55.0,Yes,Travel_Rarely,436.0,Sales,2.0,,Medical,1.0,842.0,3.0,Male,,3.0,2.0,Sales Executive,4.0,Single,,21519.0,4.0,,No,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,,7.0,
47.0,No,,1309.0,Sales,,1.0,Medical,1.0,467.0,2.0,Male,99.0,3.0,2.0,Sales Representative,3.0,,2976.0,,3.0,Y,No,19.0,3.0,,80.0,,5.0,3.0,3.0,0.0,0.0,0.0,0.0
Yes ,Yes,,1456.0,Sales,13.0,5.0,Marketing,1.0,,2.0,Male,,2.0,2.0,Sales Executive,1.0,Divorced,,8658.0,5.0,Y,Yes,13.0,3.0,2.0,80.0,,16.0,,3.0,2.0,2.0,,2.0
,Yes,Travel_Rarely,147.0,Research & Development,23.0,,Medical,,,4.0,Female,,,,Healthcare Representative,4.0,Married,10312.0,3465.0,1.0,Y,No,12.0,3.0,,80.0,,,3.0,2.0,40.0,10.0,15.0,6.0
yes,No,Travel_Rarely,1015.0,Research & Development,,5.0,Medical,1.0,1611.0,,Female,,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,,,Yes,14.0,,1.0,80.0,,10.0,3.0,3.0,10.0,7.0,1.0,4.0
